region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat,region_2,region_3,ed_2,ed_3,ed_4,ed_5
1,-0.11831864234821379,-0.4528168880897363,0,-1.0904421768459218,-0.30985297025070074,5,0.3401283743845133,0,0,-0.9274779407002801,0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.5398815010710653,1.5388126337687107,1,-0.20900994796316458,0.9460198443468417,4,-0.6226472950608853,0,1,1.1630057723732288,0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.25883959525583095,1.2201519102713592,1,0.71403927643477,-1.2513118026501158,1,-1.2823395047886441,0,0,1.1630057723732288,0,0.0,0.0,0.0,0.0,0.0,0.0
3,-1.4298475361526404,0.8218260058996697,1,-2.2333133247043566,0.7652998846384409,5,0.24941837095656547,0,0,-0.2306500363424438,3,0.0,1.0,0.0,0.0,0.0,1.0
2,0.5842861221898719,0.10483937803062884,0,0.5120614637190862,0.9233599637702976,5,0.6967371243946323,0,1,0.4661778680153925,1,1.0,0.0,0.0,0.0,0.0,1.0
1,-1.5235281714243851,1.0608215485226833,1,0.16203405618300437,-0.8705032057880006,5,-1.942031714516403,0,1,-0.2306500363424438,1,0.0,0.0,0.0,0.0,0.0,1.0
3,0.16272326346702048,-0.6121472498384121,1,0.26118391616465375,-0.03884461014354475,3,0.5696506672336368,0,1,1.1630057723732288,3,0.0,1.0,0.0,1.0,0.0,0.0
2,0.6311264398257442,1.2201519102713592,0,-0.7911705013398548,1.6053964668056284,1,1.3564293341223912,0,1,0.4661778680153925,0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.3337312043638299,0.10483937803062884,1,0.9338611998952703,0.45928462601483905,4,0.9555458719422522,0,1,1.1630057723732288,2,0.0,0.0,0.0,0.0,1.0,0.0
2,0.5842861221898719,0.10483937803062884,1,-1.5122419130221056,0.16371320899346103,2,0.4991195401084592,0,0,-0.2306500363424438,1,1.0,0.0,1.0,0.0,0.0,0.0
2,0.06904262819527573,-0.6918124307127499,0,-0.5590373554992468,-0.30985297025070074,3,0.1491431143563454,0,1,0.4661778680153925,1,1.0,0.0,0.0,1.0,0.0,0.0
2,-0.21199927761995854,0.9014911867740076,0,-1.0904421768459218,2.3878213006213462,3,1.3564293341223912,0,1,-0.9274779407002801,2,1.0,0.0,0.0,1.0,0.0,0.0
3,-0.63356213634281,1.2201519102713592,1,-0.07009908965760403,2.0275733160429383,1,1.4685275338118629,0,1,-0.2306500363424438,2,0.0,1.0,0.0,0.0,0.0,0.0
2,-0.5398815010710653,0.18450455890496673,0,0.8831054678652549,-0.57798721906907,3,-1.942031714516403,0,1,-0.2306500363424438,0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.7740830892504271,1.857473357266062,0,-0.7911705013398548,0.9002880628665658,1,1.414127889135896,0,0,0.4661778680153925,2,0.0,0.0,0.0,0.0,0.0,0.0
2,0.35008453401051,0.10483937803062884,1,-0.7911705013398548,0.05519244760933076,4,0.8602929735905398,0,1,1.1630057723732288,3,1.0,0.0,0.0,0.0,1.0,0.0
2,-0.3525202305275757,-0.13415616459238477,0,-0.07009908965760403,0.2443066138379917,1,0.9091105806843239,0,0,-0.9274779407002801,2,1.0,0.0,0.0,0.0,0.0,0.0
2,1.708453745450809,1.9371385381404,1,1.7033267395291554,0.7522852106359769,2,0.754435679408137,0,1,-0.2306500363424438,3,1.0,0.0,1.0,0.0,0.0,0.0
2,0.25640389873876523,-0.21382134546672266,0,0.7735003826947636,0.49182280859401784,2,0.754435679408137,0,1,-0.9274779407002801,2,1.0,0.0,1.0,0.0,0.0,0.0
3,-0.16515895998408617,-0.6918124307127499,0,-1.5122419130221056,-0.40389002800357626,1,0.4991195401084592,0,1,-0.9274779407002801,0,0.0,1.0,0.0,0.0,0.0,0.0
3,1.2868908867279576,-0.3731517072153984,1,-1.5122419130221056,-0.1944170986110254,4,0.24941837095656547,0,1,2.5566615810889015,1,0.0,1.0,0.0,0.0,1.0,0.0
3,-1.4766878537885129,-0.9308079733357635,0,-2.2333133247043566,-0.30985297025070074,2,-1.942031714516403,0,0,-0.2306500363424438,2,0.0,1.0,1.0,0.0,0.0,0.0
1,1.708453745450809,1.6981429955173863,1,1.304905204041439,-1.5344630266316528,5,1.3564293341223912,1,0,-0.2306500363424438,2,0.0,0.0,0.0,0.0,0.0,1.0
1,-1.4766878537885129,-0.3731517072153984,1,0.052428971012513044,-0.9183926473554176,1,-1.2823395047886441,0,1,1.8598336767310653,0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1.5703684890602576,-0.4528168880897363,0,-0.7911705013398548,-0.9183926473554176,1,-0.09004154249412198,0,1,-0.9274779407002801,2,0.0,0.0,0.0,0.0,0.0,0.0
3,-1.4298475361526404,-0.9308079733357635,0,-0.7911705013398548,-0.1671274534671278,4,0.0370449146668734,0,0,-0.9274779407002801,1,0.0,1.0,0.0,0.0,1.0,0.0
1,0.5842861221898719,-0.7714776115870878,0,-1.0904421768459218,0.6430634532346576,3,0.24941837095656547,0,0,-0.9274779407002801,3,0.0,0.0,0.0,1.0,0.0,0.0
1,0.5842861221898719,-0.7714776115870878,0,-1.0904421768459218,0.6430634532346576,3,0.24941837095656547,0,0,-0.9274779407002801,3,0.0,0.0,0.0,1.0,0.0,0.0
3,-0.8209234068862995,2.1761340807634135,1,0.35170064651858,0.12141197220512995,3,0.1491431143563454,0,0,-0.2306500363424438,3,0.0,1.0,0.0,1.0,0.0,0.0
2,1.5679327925431918,0.7421608250253319,1,0.35170064651858,2.6680853342981106,4,1.0826323291032478,0,1,-0.2306500363424438,3,1.0,0.0,0.0,0.0,1.0,0.0
3,0.8653280280051062,-1.1698035159587772,0,-0.7911705013398548,-0.8243555896025426,2,-0.09004154249412198,0,1,1.8598336767310653,3,0.0,1.0,1.0,0.0,0.0,0.0
1,-0.39936054816344807,2.016803719014738,0,-1.5122419130221056,-0.57798721906907,4,0.9091105806843239,1,1,-0.9274779407002801,2,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.02463800707646903,-0.13415616459238477,0,-0.369370765163671,-0.08861254145670593,1,0.9555458719422522,0,1,-0.9274779407002801,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.8653280280051062,-0.7714776115870878,1,-2.2333133247043566,-0.06348459971722875,1,0.6967371243946323,0,0,0.4661778680153925,2,0.0,1.0,0.0,0.0,0.0,0.0
1,0.959008663276851,0.34383492065364246,1,0.9822553278469047,-0.57798721906907,4,0.0370449146668734,0,0,-0.2306500363424438,1,0.0,0.0,0.0,0.0,1.0,0.0
2,-1.2424862656091509,0.34383492065364246,0,-0.7911705013398548,-0.9183926473554176,1,0.1491431143563454,0,1,-0.2306500363424438,0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.02220231055940335,-0.7714776115870878,1,-0.7911705013398548,0.2246330477920923,4,0.0370449146668734,0,0,1.1630057723732288,1,0.0,1.0,0.0,0.0,1.0,0.0
3,-1.4766878537885129,-0.7714776115870878,0,-1.0904421768459218,0.009044831423872315,4,-0.23675209035227007,0,0,-0.9274779407002801,0,0.0,1.0,0.0,0.0,1.0,0.0
3,-0.39936054816344807,0.7421608250253319,1,-0.7911705013398548,0.5235474507757142,5,0.42294011937548887,0,0,0.4661778680153925,1,0.0,1.0,0.0,0.0,0.0,1.0
2,0.44376516928225473,-1.5681294203304665,1,-1.0904421768459218,-0.4706906927934166,4,-1.942031714516403,0,1,1.8598336767310653,1,1.0,0.0,0.0,0.0,1.0,0.0
2,1.2868908867279576,1.6981429955173863,1,0.8831054678652549,1.618683704355807,3,1.2293428769613957,0,0,-0.2306500363424438,1,1.0,0.0,0.0,1.0,0.0,0.0
3,-1.2893265832450234,0.2641697397793046,0,-1.5122419130221056,-0.43685083159965427,4,-1.942031714516403,0,0,-0.9274779407002801,1,0.0,1.0,0.0,0.0,1.0,0.0
3,1.1932102514562128,0.5031652824023182,0,0.583833792359188,0.979268548021638,4,0.9555458719422522,0,1,-0.9274779407002801,3,0.0,1.0,0.0,0.0,1.0,0.0
3,1.0526892985485956,0.9014911867740076,0,0.8831054678652549,1.7202514642802003,3,0.4991195401084592,0,1,-0.9274779407002801,3,0.0,1.0,0.0,1.0,0.0,0.0
3,-0.16515895998408617,0.6624956441509939,0,1.269637889377828,0.09972051080976514,4,0.9555458719422522,0,0,-0.9274779407002801,2,0.0,1.0,0.0,0.0,1.0,0.0
2,0.39692485164638236,0.5828304632766561,1,-1.0904421768459218,0.2827616655401477,2,0.1491431143563454,0,1,1.1630057723732288,3,1.0,0.0,1.0,0.0,0.0,0.0
1,-0.7740830892504271,-1.1698035159587772,1,-0.7911705013398548,-0.5054577879279696,2,-0.41027383877119367,0,0,2.5566615810889015,3,0.0,0.0,1.0,0.0,0.0,0.0
3,-1.1488056303374061,-0.6918124307127499,1,-0.07009908965760403,1.1904050111556885,5,-0.23675209035227007,0,0,2.5566615810889015,3,0.0,1.0,0.0,0.0,0.0,1.0
1,1.1463699338203404,0.9014911867740076,0,1.4040550640230884,0.712420583744745,1,1.262740502974762,0,0,-0.9274779407002801,2,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.39936054816344807,-0.054490983718046906,1,-0.07009908965760403,0.20464964910114056,4,0.6967371243946323,0,1,-0.2306500363424438,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0.6779667574616166,-1.3291338777074528,0,-0.20900994796316458,-1.2513118026501158,1,-0.23675209035227007,0,0,0.4661778680153925,0,1.0,0.0,0.0,0.0,0.0,0.0
1,-1.2893265832450234,1.6981429955173863,1,-1.5122419130221056,-0.65491498941978,1,0.24941837095656547,0,0,-0.2306500363424438,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0.959008663276851,0.8218260058996697,1,1.269637889377828,-0.08861254145670593,2,0.4991195401084592,0,0,1.1630057723732288,1,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.8677637245221719,0.7421608250253319,1,0.26118391616465375,0.7391356671439342,2,0.6967371243946323,0,1,-0.2306500363424438,0,0.0,0.0,1.0,0.0,0.0,0.0
2,0.16272326346702048,-1.3291338777074528,0,-0.5590373554992468,-1.3163988688115271,1,-1.942031714516403,0,1,-0.9274779407002801,2,1.0,0.0,0.0,0.0,0.0,0.0
1,0.3032442163746376,1.6184778146430485,0,1.1953001188709476,-0.8705032057880006,1,1.4685275338118629,1,1,-0.9274779407002801,0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.6616134278149366,2.2557992616377516,0,1.3390160025773064,1.3388326632267118,3,1.4417163332510874,1,1,-0.9274779407002801,2,1.0,0.0,0.0,1.0,0.0,0.0
1,0.5842861221898719,-0.054490983718046906,0,0.9822553278469047,-0.2508228110142717,2,0.0370449146668734,0,0,-0.9274779407002801,1,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.5398815010710653,0.34383492065364246,0,0.4349679667007114,-0.2508228110142717,2,-0.09004154249412198,0,0,-0.9274779407002801,3,0.0,0.0,1.0,0.0,0.0,0.0
3,-1.2893265832450234,-0.5324820689640741,0,-0.20900994796316458,-0.65491498941978,5,0.0370449146668734,0,0,-0.9274779407002801,3,0.0,1.0,0.0,0.0,0.0,1.0
2,1.5210924749073196,0.02517419715629097,0,0.71403927643477,0.6572414732654402,4,0.4991195401084592,0,0,-0.9274779407002801,1,1.0,0.0,0.0,0.0,1.0,0.0
3,-0.9614443597939166,-1.249468696833115,0,-1.5122419130221056,-0.40389002800357626,4,-1.2823395047886441,0,0,-0.2306500363424438,3,0.0,1.0,0.0,0.0,1.0,0.0
2,-1.1019653127015336,-1.4087990585817909,0,-1.0904421768459218,-1.2513118026501158,1,-1.942031714516403,0,0,-0.9274779407002801,2,1.0,0.0,0.0,0.0,0.0,0.0
1,1.708453745450809,2.654125166009441,0,1.5508171758205342,-0.57798721906907,1,1.6809009901015546,1,1,-0.9274779407002801,1,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.44620086579932045,0.2641697397793046,0,0.8297457641382833,-0.57798721906907,1,0.24941837095656547,0,0,-0.9274779407002801,0,0.0,1.0,0.0,0.0,0.0,0.0
3,0.44376516928225473,-0.6121472498384121,1,0.583833792359188,-0.2508228110142717,4,-1.942031714516403,0,0,1.1630057723732288,1,0.0,1.0,0.0,0.0,1.0,0.0
1,0.6779667574616166,-0.6121472498384121,0,0.26118391616465375,0.8528462909427085,3,0.24941837095656547,0,0,-0.9274779407002801,3,0.0,0.0,0.0,1.0,0.0,0.0
2,-1.1956459479732786,0.2641697397793046,1,0.052428971012513044,0.979268548021638,3,0.8088353240841039,0,1,1.1630057723732288,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0.6779667574616166,-1.3291338777074528,0,-0.20900994796316458,-1.2513118026501158,1,-0.23675209035227007,0,0,0.4661778680153925,0,1.0,0.0,0.0,0.0,0.0,0.0
1,-0.9614443597939166,1.6184778146430485,1,-0.7911705013398548,1.262419772003175,3,0.9998205841122723,0,0,-0.2306500363424438,2,0.0,0.0,0.0,1.0,0.0,0.0
3,-1.0551249950656614,-0.4528168880897363,0,0.35170064651858,-0.65491498941978,2,-1.942031714516403,0,0,-0.9274779407002801,0,0.0,1.0,1.0,0.0,0.0,0.0
2,-1.1956459479732786,-1.249468696833115,1,-0.5590373554992468,-0.9183926473554176,1,-0.41027383877119367,0,1,0.4661778680153925,0,1.0,0.0,0.0,0.0,0.0,0.0
3,-1.1488056303374061,-0.6918124307127499,1,-0.07009908965760403,1.1904050111556885,5,-0.23675209035227007,0,0,2.5566615810889015,3,0.0,1.0,0.0,0.0,0.0,1.0
1,-1.5703684890602576,-0.4528168880897363,0,-0.7911705013398548,-0.9183926473554176,1,-0.09004154249412198,0,1,-0.9274779407002801,2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.9121683456409786,0.8218260058996697,0,1.028497880781798,1.104181085003965,1,1.262740502974762,0,1,0.4661778680153925,1,0.0,1.0,0.0,0.0,0.0,0.0
3,-0.63356213634281,0.7421608250253319,0,1.233132875401337,-0.08861254145670593,3,-1.2823395047886441,0,0,-0.9274779407002801,0,0.0,1.0,0.0,1.0,0.0,0.0
2,-0.4930411834351928,-0.054490983718046906,0,-0.7911705013398548,0.5391172116550991,3,0.9555458719422522,0,1,1.1630057723732288,2,1.0,0.0,0.0,1.0,0.0,0.0
1,0.49060548691812716,0.5031652824023182,1,0.4349679667007114,1.9886761834195157,3,1.1588117498362183,0,0,2.5566615810889015,3,0.0,0.0,0.0,1.0,0.0,0.0
1,0.06904262819527573,0.7421608250253319,1,0.6509723220246469,0.0323284129672659,1,0.6967371243946323,0,0,0.4661778680153925,2,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.7740830892504271,0.34383492065364246,0,0.35170064651858,-0.8705032057880006,2,-1.942031714516403,0,1,-0.9274779407002801,0,1.0,0.0,1.0,0.0,0.0,0.0
2,1.5210924749073196,1.4591474528943726,0,1.6298642624266784,2.0179602428581527,2,1.568802790412083,0,1,-0.9274779407002801,2,1.0,0.0,1.0,0.0,0.0,0.0
2,-0.11831864234821379,-0.6918124307127499,0,-0.5590373554992468,0.009044831423872315,2,0.6353135756651805,0,1,-0.9274779407002801,0,1.0,0.0,1.0,0.0,0.0,0.0
3,0.35008453401051,-0.29348652634106054,1,-0.07009908965760403,-1.3163988688115271,3,0.1491431143563454,0,1,0.4661778680153925,3,0.0,1.0,0.0,1.0,0.0,0.0
3,-0.8209234068862995,0.18450455890496673,1,0.26118391616465375,0.8885928686357452,1,0.9091105806843239,0,1,3.253489485446738,0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.8209234068862995,0.8218260058996697,1,0.9338611998952703,0.2827616655401477,1,0.9091105806843239,0,1,-0.2306500363424438,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.708453745450809,1.6981429955173863,1,1.304905204041439,-1.5344630266316528,5,1.3564293341223912,1,0,-0.2306500363424438,2,0.0,0.0,0.0,0.0,0.0,1.0
3,1.3805715219997023,1.299817091145697,0,0.5120614637190862,1.4492431041730442,2,0.6353135756651805,0,1,-0.2306500363424438,1,0.0,1.0,1.0,0.0,0.0,0.0
1,-0.4930411834351928,-1.0901383350844394,1,-0.20900994796316458,-0.30985297025070074,4,-0.41027383877119367,0,1,1.1630057723732288,2,0.0,0.0,0.0,0.0,1.0,0.0
3,-1.3361669008808956,-1.4087990585817909,0,-0.369370765163671,-0.7368091832982738,2,-0.6226472950608853,0,0,0.4661778680153925,0,0.0,1.0,1.0,0.0,0.0,0.0
1,1.3805715219997023,-0.054490983718046906,1,-0.7911705013398548,0.4258900778951354,4,0.754435679408137,0,0,-0.2306500363424438,1,0.0,0.0,0.0,0.0,1.0,0.0
3,-1.4298475361526404,0.18450455890496673,1,-1.0904421768459218,0.5696950669611716,3,0.6353135756651805,0,1,0.4661778680153925,2,0.0,1.0,0.0,1.0,0.0,0.0
1,-0.02463800707646903,-0.6121472498384121,0,-0.07009908965760403,0.49182280859401784,4,0.3401283743845133,0,1,-0.9274779407002801,0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.3525202305275757,-0.13415616459238477,1,-1.5122419130221056,-0.14041237006793805,2,0.24941837095656547,0,1,0.4661778680153925,2,0.0,0.0,1.0,0.0,0.0,0.0
3,1.0526892985485956,-0.3731517072153984,1,-0.369370765163671,0.2443066138379917,4,0.1491431143563454,0,1,-0.2306500363424438,3,0.0,1.0,0.0,0.0,1.0,0.0
3,0.724807075097489,0.2641697397793046,1,-0.5590373554992468,-0.1671274534671278,3,-0.09004154249412198,0,0,-0.2306500363424438,3,0.0,1.0,0.0,1.0,0.0,0.0
3,1.3805715219997023,0.42350010152798034,1,0.8297457641382833,-0.43685083159965427,1,0.6967371243946323,0,1,1.1630057723732288,0,0.0,1.0,0.0,0.0,0.0,0.0
3,-0.02463800707646903,-0.6918124307127499,0,0.16203405618300437,0.40885734441845684,5,-0.41027383877119367,0,1,-0.9274779407002801,3,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.7740830892504271,-0.6918124307127499,1,0.35170064651858,-1.0739651358228983,1,-0.6226472950608853,0,0,1.8598336767310653,2,0.0,0.0,0.0,0.0,0.0,0.0
2,-1.5235281714243851,-1.249468696833115,1,-0.20900994796316458,0.1427388539135984,4,-1.942031714516403,0,1,0.4661778680153925,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0.6311264398257442,0.9811563676483455,0,1.115238613705863,-0.6952015347160656,2,-0.23675209035227007,0,0,-0.9274779407002801,1,0.0,0.0,1.0,0.0,0.0,0.0
2,-0.8209234068862995,2.1761340807634135,0,1.269637889377828,-1.8995084444916837,1,0.8088353240841039,1,0,-0.9274779407002801,0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.3805715219997023,-0.054490983718046906,1,-0.7911705013398548,0.4258900778951354,4,0.754435679408137,0,0,-0.2306500363424438,1,0.0,0.0,0.0,0.0,1.0,0.0
2,-1.0551249950656614,-0.29348652634106054,1,0.052428971012513044,0.8528462909427085,4,-0.09004154249412198,0,0,3.253489485446738,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0.959008663276851,0.42350010152798034,1,0.8831054678652549,0.26367980833756965,2,1.0421268681152709,0,0,0.4661778680153925,3,0.0,0.0,1.0,0.0,0.0,0.0
2,-1.0551249950656614,0.18450455890496673,1,0.16203405618300437,0.2443066138379917,4,-0.23675209035227007,0,0,-0.2306500363424438,0,1.0,0.0,0.0,0.0,1.0,0.0
2,-0.8677637245221719,2.096468899889076,1,-1.5122419130221056,2.328791141384917,1,1.4685275338118629,0,1,0.4661778680153925,3,1.0,0.0,0.0,0.0,0.0,0.0
1,0.6779667574616166,-0.6121472498384121,0,0.26118391616465375,0.8528462909427085,3,0.24941837095656547,0,0,-0.9274779407002801,3,0.0,0.0,0.0,1.0,0.0,0.0
2,0.8184877103692338,-0.3731517072153984,1,0.8297457641382833,-0.9183926473554176,3,-0.09004154249412198,0,1,-0.2306500363424438,1,1.0,0.0,0.0,1.0,0.0,0.0
1,-1.2424862656091509,-0.4528168880897363,0,-1.5122419130221056,0.5077842717736293,3,0.42294011937548887,0,1,1.8598336767310653,2,0.0,0.0,0.0,1.0,0.0,0.0
1,-1.0551249950656614,0.2641697397793046,1,-0.7911705013398548,0.7909354957551674,3,0.1491431143563454,0,1,-0.2306500363424438,2,0.0,0.0,0.0,1.0,0.0,0.0
3,-0.16515895998408617,0.42350010152798034,0,1.1560393783829623,1.1811088553546756,2,-0.09004154249412198,0,1,-0.9274779407002801,0,0.0,1.0,1.0,0.0,0.0,0.0
1,-0.7272427716145548,-0.6121472498384121,0,0.583833792359188,-0.03884461014354475,3,0.24941837095656547,0,1,-0.9274779407002801,1,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.02463800707646903,0.10483937803062884,0,0.4349679667007114,1.81994073445885,3,0.8088353240841039,0,0,-0.9274779407002801,0,0.0,0.0,0.0,1.0,0.0,0.0
3,1.3805715219997023,1.299817091145697,0,0.5120614637190862,1.4492431041730442,2,0.6353135756651805,0,1,-0.2306500363424438,1,0.0,1.0,1.0,0.0,0.0,0.0
2,1.1932102514562128,0.6624956441509939,1,0.71403927643477,1.6120574773323602,2,1.0421268681152709,0,1,-0.2306500363424438,1,1.0,0.0,1.0,0.0,0.0,0.0
3,0.11588294583114811,-0.9308079733357635,1,-0.20900994796316458,-1.0739651358228983,2,-0.6226472950608853,0,1,-0.2306500363424438,1,0.0,1.0,1.0,0.0,0.0,0.0
2,-1.008284677429789,-0.13415616459238477,0,0.5120614637190862,2.5468552992050433,5,0.42294011937548887,0,1,-0.9274779407002801,3,1.0,0.0,0.0,0.0,0.0,1.0
3,0.724807075097489,0.5828304632766561,0,1.304905204041439,-0.1944170986110254,1,0.754435679408137,0,0,-0.9274779407002801,0,0.0,1.0,0.0,0.0,0.0,0.0
1,1.1463699338203404,-0.3731517072153984,1,0.4349679667007114,0.2443066138379917,5,-1.2823395047886441,0,1,-0.2306500363424438,1,0.0,0.0,0.0,0.0,0.0,1.0
2,-1.3361669008808956,0.10483937803062884,0,-0.5590373554992468,0.33834367159086776,3,-0.23675209035227007,0,1,-0.9274779407002801,0,1.0,0.0,0.0,1.0,0.0,0.0
3,-0.3056799128917033,-0.8511427924614257,0,-0.07009908965760403,-0.6952015347160656,3,0.0370449146668734,0,1,-0.9274779407002801,2,0.0,1.0,0.0,1.0,0.0,0.0
2,1.708453745450809,0.2641697397793046,1,1.1560393783829623,0.7781824276894115,4,0.9555458719422522,0,1,-0.2306500363424438,3,1.0,0.0,0.0,0.0,1.0,0.0
3,-0.44620086579932045,1.0608215485226833,1,0.5120614637190862,0.18434650249580717,1,1.1947305287927195,0,0,-0.2306500363424438,2,0.0,1.0,0.0,0.0,0.0,0.0
1,0.7716473927333615,1.6184778146430485,0,1.072772058200831,-0.4706906927934166,4,0.8088353240841039,0,0,-0.9274779407002801,0,0.0,0.0,0.0,0.0,1.0,0.0
2,-0.63356213634281,0.10483937803062884,0,-0.5590373554992468,0.9682821625823844,2,0.9091105806843239,0,0,-0.9274779407002801,0,1.0,0.0,1.0,0.0,0.0,0.0
3,-1.4298475361526404,0.10483937803062884,0,0.71403927643477,0.3915928659696213,3,0.8088353240841039,0,1,-0.9274779407002801,2,0.0,1.0,0.0,1.0,0.0,0.0
2,0.39692485164638236,-0.21382134546672266,0,0.71403927643477,0.5077842717736293,2,0.754435679408137,0,0,-0.9274779407002801,3,1.0,0.0,1.0,0.0,0.0,0.0
2,-0.25883959525583095,0.10483937803062884,0,0.8297457641382833,0.009044831423872315,4,-0.09004154249412198,0,0,-0.9274779407002801,0,1.0,0.0,0.0,0.0,1.0,0.0
2,0.6779667574616166,-1.3291338777074528,1,-1.5122419130221056,-0.4706906927934166,4,-0.8964443000800287,0,1,1.8598336767310653,3,1.0,0.0,0.0,0.0,1.0,0.0
1,-0.9146040421580443,-1.4087990585817909,1,-0.369370765163671,-0.9681605786685787,3,-0.8964443000800287,0,0,1.8598336767310653,2,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.16515895998408617,-1.1698035159587772,1,-0.7911705013398548,0.6851309386008474,4,-1.2823395047886441,0,1,0.4661778680153925,3,0.0,0.0,0.0,0.0,1.0,0.0
2,-0.39936054816344807,-0.5324820689640741,0,0.4349679667007114,0.07765178775218762,1,-0.6226472950608853,0,1,-0.9274779407002801,3,1.0,0.0,0.0,0.0,0.0,0.0
1,0.5842861221898719,0.42350010152798034,0,0.16203405618300437,0.3915928659696213,3,0.5696506672336368,0,0,1.8598336767310653,3,0.0,0.0,0.0,1.0,0.0,0.0
1,0.49060548691812716,-0.8511427924614257,1,0.4349679667007114,-1.1303708482261439,1,-0.23675209035227007,0,0,1.8598336767310653,2,0.0,0.0,0.0,0.0,0.0,0.0
1,1.1463699338203404,0.34383492065364246,0,0.7735003826947636,0.5391172116550991,5,0.24941837095656547,0,1,-0.9274779407002801,1,0.0,0.0,0.0,0.0,0.0,1.0
2,1.1932102514562128,0.2641697397793046,0,0.9822553278469047,0.5235474507757142,2,0.5696506672336368,0,1,-0.9274779407002801,1,1.0,0.0,1.0,0.0,0.0,0.0
1,0.25640389873876523,-0.29348652634106054,1,0.052428971012513044,-0.43685083159965427,2,0.24941837095656547,0,1,0.4661778680153925,0,0.0,0.0,1.0,0.0,0.0,0.0
2,0.16272326346702048,-1.3291338777074528,0,-0.5590373554992468,-1.3163988688115271,1,-1.942031714516403,0,1,-0.9274779407002801,2,1.0,0.0,0.0,0.0,0.0,0.0
